,D0_n,D0_l,D0_p,iPSCs_n,iPSCs_l,iPSCs_p
11319,Fbxw10,,0.014029007957996987,Fbxw10,,0.014029007957996987
11320,Nppb,,0.014031432993423916,Nppb,,0.014031432993423916
11321,Psmc3,,0.014040587831853331,Psmc3,,0.014040587831853331
11322,Ldhd,,0.01413950736887011,Ldhd,,0.01413950736887011
11323,Zfp507,,0.014125747592578966,Zfp507,,0.014125747592578966
11324,Hsd17b1,,0.014243188149078538,Hsd17b1,,0.014243188149078538
11325,Crkl,,0.014252049372730051,Crkl,,0.014252049372730051
11326,Stk26,,0.01430095567920276,Stk26,,0.01430095567920276
11327,Zfp595,,0.014289346116731856,Zfp595,,0.014289346116731856
11328,Pcdh1,,0.014339911551492874,Pcdh1,,0.014339911551492874
11329,Acot9,,0.014351746601190679,Acot9,,0.014351746601190679
11330,Hist1h3d,,0.014410205052667102,Hist1h3d,,0.014410205052667102
11331,Fam46c,,0.014414137858438175,Fam46c,,0.014414137858438175
11332,Ints2,,0.01442378686557746,Ints2,,0.01442378686557746
11333,Rapgef3os2,,0.014524217173479795,Rapgef3os2,,0.014524217173479795
11334,Dennd4b,,0.014510559681608262,Dennd4b,,0.014510559681608262
11335,Dopey1,,0.01451733803266223,Dopey1,,0.01451733803266223
11336,Smad9,,0.014561377131795911,Smad9,,0.014561377131795911
11337,Gm12999,,0.01464627840497498,Gm12999,,0.01464627840497498
11338,Abi3bp,,0.01463339712329444,Abi3bp,,0.01463339712329444
11339,Fam228b,,0.014685164477246201,Fam228b,,0.014685164477246201
11340,Trim26,,0.014804624523040228,Trim26,,0.014804624523040228
11341,Rundc1,,0.014852908356143045,Rundc1,,0.014852908356143045
11342,Map3k12,,0.01489216007122145,Map3k12,,0.01489216007122145
11343,Rab4b,,0.014918548766395838,Rab4b,,0.014918548766395838
11344,A530013C23Rik,,0.015005714572965585,A530013C23Rik,,0.015005714572965585
11345,Gm26910,,0.01504338871281629,Gm26910,,0.01504338871281629
11346,Fmo5,,0.015054265370411189,Fmo5,,0.015054265370411189
11347,Pxmp4,,0.015079804176922148,Pxmp4,,0.015079804176922148
11348,Gabbr1,,0.01509729322221918,Gabbr1,,0.01509729322221918
11349,Gm11899,,0.015209388856035046,Gm11899,,0.015209388856035046
11350,Rnf214,,0.015221423029655656,Rnf214,,0.015221423029655656
11351,Pard3,,0.01523821451377298,Pard3,,0.01523821451377298
11352,Rnf219,,0.015259502534619985,Rnf219,,0.015259502534619985
11353,Uevld,,0.015272310243137466,Uevld,,0.015272310243137466
11354,RP24-308M10.2,,0.015331697361272514,RP24-308M10.2,,0.015331697361272514
11355,Zscan20,,0.015334054044806172,Zscan20,,0.015334054044806172
11356,Kctd8,,0.015359329350849231,Kctd8,,0.015359329350849231
11357,Rbm12b2,,0.015382279635241056,Rbm12b2,,0.015382279635241056
11358,Hist2h4,,0.015400948829094726,Hist2h4,,0.015400948829094726
11359,Pcsk2os1,,0.015475460744966082,Pcsk2os1,,0.015475460744966082
11360,Nrk,,0.015518403897691789,Nrk,,0.015518403897691789
11361,Rmnd1,,0.015538314013755146,Rmnd1,,0.015538314013755146
11362,Fbln7,,0.015573626856993431,Fbln7,,0.015573626856993431
11363,Naaladl2,,0.015573180565934869,Naaladl2,,0.015573180565934869
11364,Zfp280c,,0.015624496454805034,Zfp280c,,0.015624496454805034
11365,Pstpip1,,0.015689377025586503,Pstpip1,,0.015689377025586503
11366,Prima1,,0.015714112800674765,Prima1,,0.015714112800674765
11367,BC037039,,0.015689377025586503,BC037039,,0.015689377025586503
11368,Rasa4,,0.01572161711955828,Rasa4,,0.01572161711955828
11369,Skp2,,0.015733558990870204,Skp2,,0.015733558990870204
11370,Clcn6,,0.015742274068817307,Clcn6,,0.015742274068817307
11371,Zfyve27,,0.015797943274794016,Zfyve27,,0.015797943274794016
11372,Uchl1,,0.01580467130758621,Uchl1,,0.01580467130758621
11373,1700028J19Rik,,0.01584129311877592,1700028J19Rik,,0.01584129311877592
11374,Dlx4,,0.0158722060260824,Dlx4,,0.0158722060260824
11375,Cnksr3,,0.01596453264789577,Cnksr3,,0.01596453264789577
11376,Usp14,,0.015998640612314735,Usp14,,0.015998640612314735
11377,Gm15998,,0.016063239856713117,Gm15998,,0.016063239856713117
11378,Ube2q2,,0.016065139450093042,Ube2q2,,0.016065139450093042
11379,Nkrf,,0.016079795988542353,Nkrf,,0.016079795988542353
11380,6430548M08Rik,,0.016121667231676035,6430548M08Rik,,0.016121667231676035
11381,4930415F15Rik,,0.016137193294769116,4930415F15Rik,,0.016137193294769116
11382,Kif21b,,0.01614139339572186,Kif21b,,0.01614139339572186
11383,Mios,,0.016163135581160726,Mios,,0.016163135581160726
11384,Lef1,,0.016270000094008256,Lef1,,0.016270000094008256
11385,Tnnc1,,0.016421481738005613,Tnnc1,,0.016421481738005613
11386,9330182L06Rik,,0.01654210185766147,9330182L06Rik,,0.01654210185766147
11387,Cntrob,,0.016551025647728278,Cntrob,,0.016551025647728278
11388,Cacna2d3,,0.01662608567066609,Cacna2d3,,0.01662608567066609
11389,Zfp120,,0.016638869267157196,Zfp120,,0.016638869267157196
11390,Tph1,,0.016674516610995473,Tph1,,0.016674516610995473
11391,Zfp30,,0.016666957944046983,Zfp30,,0.016666957944046983
11392,Bfsp1,,0.016676796731274406,Bfsp1,,0.016676796731274406
11393,Prox2,,0.016686635836962383,Prox2,,0.016686635836962383
11394,Glt28d2,,0.01673144660709114,Glt28d2,,0.01673144660709114
11395,Zscan22,,0.01686491218184331,Zscan22,,0.01686491218184331
11396,Txndc17,,0.016955279327624532,Txndc17,,0.016955279327624532
11397,Heatr6,,0.01696887253591204,Heatr6,,0.01696887253591204
11398,Lman2l,,0.0169974608741621,Lman2l,,0.0169974608741621
11399,Ska1,,0.017035610938852277,Ska1,,0.017035610938852277
11400,Adamts15,,0.017103873289331294,Adamts15,,0.017103873289331294
11401,Cyp4f17,,0.017126650089221467,Cyp4f17,,0.017126650089221467
11402,Tube1,,0.01712374771962096,Tube1,,0.01712374771962096
11403,Npas2,,0.017191431517717175,Npas2,,0.017191431517717175
11404,Sumo2,,0.017179334521915463,Sumo2,,0.017179334521915463
11405,Ube2o,,0.01722659188913218,Ube2o,,0.01722659188913218
11406,Fadd,,0.017227747438418275,Fadd,,0.017227747438418275
11407,A930012L18Rik,,0.0172366860168597,A930012L18Rik,,0.0172366860168597
11408,Pan3,,0.017262970741196777,Pan3,,0.017262970741196777
11409,Hmcn1,,0.01732697701628812,Hmcn1,,0.01732697701628812
11410,Klhl3,,0.017355340760628918,Klhl3,,0.017355340760628918
11411,Nudt6,,0.01734767501786721,Nudt6,,0.01734767501786721
11412,Plpp6,,0.017360780998308716,Plpp6,,0.017360780998308716
11413,B130006D01Rik,,0.017387604519466568,B130006D01Rik,,0.017387604519466568
11414,Ptar1,,0.01742789031214949,Ptar1,,0.01742789031214949
11415,Rpap3,,0.01750601475735648,Rpap3,,0.01750601475735648
11416,Fubp3,,0.01750601475735648,Fubp3,,0.01750601475735648
11417,Rasgrf2,,0.017619728642479553,Rasgrf2,,0.017619728642479553
11418,Atp8b5,,0.017642509277465718,Atp8b5,,0.017642509277465718
11419,Cyp4f14,,0.017666400689319916,Cyp4f14,,0.017666400689319916
11420,Hdgfrp3,,0.01768894956245523,Hdgfrp3,,0.01768894956245523
11421,Hs3st3b1,,0.017715153194641273,Hs3st3b1,,0.017715153194641273
11422,Jmjd4,,0.017721774214439063,Jmjd4,,0.017721774214439063
11423,Lrrc61,,0.017740411000965028,Lrrc61,,0.017740411000965028
11424,Gcc2,,0.0177704961673144,Gcc2,,0.0177704961673144
11425,Gm43608,,0.01778309424286848,Gm43608,,0.01778309424286848
11426,Fbxl4,,0.017836770549791037,Fbxl4,,0.017836770549791037
11427,Hey1,,0.017989177916427544,Hey1,,0.017989177916427544
11428,Iqck,,0.01799999708207403,Iqck,,0.01799999708207403
11429,Zfp758,,0.01805261139387767,Zfp758,,0.01805261139387767
11430,Fibcd1,,0.018078883191182442,Fibcd1,,0.018078883191182442
11431,Icmt,,0.018063709412508195,Icmt,,0.018063709412508195
11432,Actn3,,0.01808184861781585,Actn3,,0.01808184861781585
11433,Zyg11b,,0.018078883191182442,Zyg11b,,0.018078883191182442
11434,Med6,,0.018153446743351336,Med6,,0.018153446743351336
11435,4930589L23Rik,,0.01818979641960227,4930589L23Rik,,0.01818979641960227
11436,Szt2,,0.018218193207864573,Szt2,,0.018218193207864573
11437,Ccdc181,,0.018257971115850362,Ccdc181,,0.018257971115850362
11438,Tph2,,0.01831878635232456,Tph2,,0.01831878635232456
11439,Zc3h12b,,0.01832638240226614,Zc3h12b,,0.01832638240226614
11440,Tlr2,,0.01833115325102282,Tlr2,,0.01833115325102282
11441,Vps33a,,0.018362727432691035,Vps33a,,0.018362727432691035
11442,Tmem203,,0.018442657407518458,Tmem203,,0.018442657407518458
11443,Bloc1s3,,0.018541317715939344,Bloc1s3,,0.018541317715939344
11444,Gpn2,,0.018572298455414398,Gpn2,,0.018572298455414398
11445,A930038B10Rik,,0.01863597368044053,A930038B10Rik,,0.01863597368044053
11446,6330403L08Rik,,0.01863597368044053,6330403L08Rik,,0.01863597368044053
11447,Fads1,,0.018646240535836685,Fads1,,0.018646240535836685
11448,Lars2,,0.01865850484915394,Lars2,,0.01865850484915394
11449,Mrfap1,,0.0186887180588985,Mrfap1,,0.0186887180588985
11450,Tmub1,,0.018693643984945333,Tmub1,,0.018693643984945333
11451,Nek5,,0.018856087362540377,Nek5,,0.018856087362540377
11452,Ogfod1,,0.01887437936060507,Ogfod1,,0.01887437936060507
11453,Cela1,,0.018882966174770144,Cela1,,0.018882966174770144
11454,Fahd1,,0.018882966174770144,Fahd1,,0.018882966174770144
11455,Mpp6,,0.018882966174770144,Mpp6,,0.018882966174770144
11456,Zfp809,,0.018891348738247,Zfp809,,0.018891348738247
11457,Ttc26,,0.018921897994005402,Ttc26,,0.018921897994005402
11458,Gm16365,,0.019013271920935337,Gm16365,,0.019013271920935337
11459,Gprin3,,0.019202749801822037,Gprin3,,0.019202749801822037
11460,Rfx3,,0.019192892082655656,Rfx3,,0.019192892082655656
11461,Slbp,,0.019192892082655656,Slbp,,0.019192892082655656
11462,Fmnl2,,0.019213480471971606,Fmnl2,,0.019213480471971606
11463,Ppm1f,,0.019320876002831312,Ppm1f,,0.019320876002831312
11464,S100b,,0.01950727051123498,S100b,,0.01950727051123498
11465,Pms2,,0.019535982185486335,Pms2,,0.019535982185486335
11466,Ndufs1,,0.019622661069154272,Ndufs1,,0.019622661069154272
11467,2610020C07Rik,,0.019738655163113523,2610020C07Rik,,0.019738655163113523
11468,Pvrl2,,0.019804462093051534,Pvrl2,,0.019804462093051534
11469,Evpl,,0.01985413553818999,Evpl,,0.01985413553818999
11470,Diras2,,0.02003720349832881,Diras2,,0.02003720349832881
11471,Anxa9,,0.020062246061358226,Anxa9,,0.020062246061358226
11472,Kcna6,,0.02006921870902701,Kcna6,,0.02006921870902701
11473,Arf4os,,0.020093112772227913,Arf4os,,0.020093112772227913
11474,Mslnl,,0.02011307433605115,Mslnl,,0.02011307433605115
11475,Ccdc64,,0.020123608394849318,Ccdc64,,0.020123608394849318
11476,4930509E16Rik,,0.020180851891177996,4930509E16Rik,,0.020180851891177996
11477,Catsperd,,0.02025691641822083,Catsperd,,0.02025691641822083
11478,B230303O12Rik,,0.02025691641822083,B230303O12Rik,,0.02025691641822083
11479,Hmgxb3,,0.02024046718890478,Hmgxb3,,0.02024046718890478
11480,Sec31b,,0.02027325786076116,Sec31b,,0.02027325786076116
11481,Sftpb,,0.020315469921375187,Sftpb,,0.020315469921375187
11482,Ccdc59,,0.020315469921375187,Ccdc59,,0.020315469921375187
11483,Wdr59,,0.020325233881502952,Wdr59,,0.020325233881502952
11484,1700112D23Rik,,0.020336380929307448,1700112D23Rik,,0.020336380929307448
11485,Tmem139,,0.02045427061712802,Tmem139,,0.02045427061712802
11486,Tsc2,,0.020594182524683136,Tsc2,,0.020594182524683136
11487,Lrrc49,,0.020621446456102227,Lrrc49,,0.020621446456102227
11488,Zfp658,,0.02071228456812308,Zfp658,,0.02071228456812308
11489,Fam26e,,0.02072929884202517,Fam26e,,0.02072929884202517
11490,Adamts16,,0.020742356044900684,Adamts16,,0.020742356044900684
11491,Dpf3,,0.020753890268902165,Dpf3,,0.020753890268902165
11492,Fbxo2,,0.020866596745122614,Fbxo2,,0.020866596745122614
11493,Dis3,,0.020935838963203043,Dis3,,0.020935838963203043
11494,RP23-216D14.3,,0.021046286168318124,RP23-216D14.3,,0.021046286168318124
11495,Ripply3,,0.021145343611903813,Ripply3,,0.021145343611903813
11496,Tub,,0.021154815146056664,Tub,,0.021154815146056664
11497,Stmn1,,0.02114626025171717,Stmn1,,0.02114626025171717
11498,Sema3b,,0.02115249000523264,Sema3b,,0.02115249000523264
11499,Vsig10l,,0.021295727046599943,Vsig10l,,0.021295727046599943
11500,Dock10,,0.02131170550449772,Dock10,,0.02131170550449772
11501,Mag,,0.02140007004362648,Mag,,0.02140007004362648
11502,Cracr2b,,0.02149829924128886,Cracr2b,,0.02149829924128886
11503,Kif26a,,0.021576172929136626,Kif26a,,0.021576172929136626
11504,BC028471,,0.021640166190608507,BC028471,,0.021640166190608507
11505,Pgbd1,,0.0216681074938403,Pgbd1,,0.0216681074938403
11506,Ucma,,0.021761843168815388,Ucma,,0.021761843168815388
11507,Grin2a,,0.021783223604826388,Grin2a,,0.021783223604826388
11508,4632411P08Rik,,0.021783223604826388,4632411P08Rik,,0.021783223604826388
11509,Stac3,,0.021775824414875727,Stac3,,0.021775824414875727
11510,Capn1,,0.02181210147158551,Capn1,,0.02181210147158551
11511,Rcor3,,0.021893009752058417,Rcor3,,0.021893009752058417
11512,Arhgap27os1,,0.021939031391689946,Arhgap27os1,,0.021939031391689946
11513,Psmb10,,0.0219225414504301,Psmb10,,0.0219225414504301
11514,Trim36,,0.021937356761138317,Trim36,,0.021937356761138317
11515,Sctr,,0.0220092968170081,Sctr,,0.0220092968170081
11516,Zfp786,,0.02205610989646117,Zfp786,,0.02205610989646117
11517,Bach1,,0.022075999323162964,Bach1,,0.022075999323162964
11518,Tmem87a,,0.022170528560092377,Tmem87a,,0.022170528560092377
11519,Dph6,,0.022186722991803423,Dph6,,0.022186722991803423
11520,Nhej1,,0.02218818387962244,Nhej1,,0.02218818387962244
11521,Gpam,,0.022389318279762593,Gpam,,0.022389318279762593
11522,C230035I16Rik,,0.022415051897352472,C230035I16Rik,,0.022415051897352472
11523,Chd8,,0.022416867494192475,Chd8,,0.022416867494192475
11524,Gm13067,,0.022445175148927247,Gm13067,,0.022445175148927247
11525,Tomm70a,,0.02244319327875319,Tomm70a,,0.02244319327875319
11526,Gm20633,,0.022449060474764467,Gm20633,,0.022449060474764467
11527,Rabl3,,0.022459405305567726,Rabl3,,0.022459405305567726
11528,Fuz,,0.02262795819251051,Fuz,,0.02262795819251051
11529,Foxred2,,0.022662755252715185,Foxred2,,0.022662755252715185
11530,Ptrh2,,0.022662755252715185,Ptrh2,,0.022662755252715185
11531,Gm37634,,0.02270632469176493,Gm37634,,0.02270632469176493
11532,Man2b2,,0.02270632469176493,Man2b2,,0.02270632469176493
11533,Fam120c,,0.022793493572840166,Fam120c,,0.022793493572840166
11534,Lif,,0.022801195956067926,Lif,,0.022801195956067926
11535,Sox30,,0.022902447337359803,Sox30,,0.022902447337359803
11536,Trmt2b,,0.022997469580253362,Trmt2b,,0.022997469580253362
11537,Cd74,,0.02302881587115034,Cd74,,0.02302881587115034
11538,Gm43077,,0.02324199880215749,Gm43077,,0.02324199880215749
11539,Nanp,,0.023513400578454153,Nanp,,0.023513400578454153
11540,Ap3s2,,0.023513137399654514,Ap3s2,,0.023513137399654514
11541,Vps18,,0.02355273152683563,Vps18,,0.02355273152683563
11542,Bloc1s6,,0.023553604355620646,Bloc1s6,,0.023553604355620646
11543,Abcc3,,0.02364790651877151,Abcc3,,0.02364790651877151
11544,Zfp85,,0.023670522960817102,Zfp85,,0.023670522960817102
11545,Zfp687,,0.023735748758507903,Zfp687,,0.023735748758507903
11546,Ermard,,0.023778889507885686,Ermard,,0.023778889507885686
11547,Slc10a6,,0.023912880562647138,Slc10a6,,0.023912880562647138
11548,Foxj3,,0.023919999716497158,Foxj3,,0.023919999716497158
11549,Nxnl2,,0.023978196598892863,Nxnl2,,0.023978196598892863
11550,Ret,,0.023990530405801364,Ret,,0.023990530405801364
11551,Kctd4,,0.02402820283416085,Kctd4,,0.02402820283416085
11552,Ehmt2,,0.024054906078690087,Ehmt2,,0.024054906078690087
11553,Pacs1,,0.024059748573556784,Pacs1,,0.024059748573556784
11554,Gm17092,,0.02406631950735462,Gm17092,,0.02406631950735462
11555,Fam184a,,0.024124438884211903,Fam184a,,0.024124438884211903
11556,2310068J16Rik,,0.024120739824466896,2310068J16Rik,,0.024120739824466896
11557,Akap12,,0.02414266423544978,Akap12,,0.02414266423544978
11558,Nrd1,,0.024148664215722895,Nrd1,,0.024148664215722895
11559,Fam71f1,,0.024290789604776486,Fam71f1,,0.024290789604776486
11560,Gm14286,,0.024297889698293423,Gm14286,,0.024297889698293423
11561,Fxyd1,,0.024357189331512496,Fxyd1,,0.024357189331512496
11562,Pygm,,0.024428336911257984,Pygm,,0.024428336911257984
11563,Ostm1,,0.024459983242526896,Ostm1,,0.024459983242526896
11564,Zfp458,,0.02457884201552795,Zfp458,,0.02457884201552795
11565,Rbck1,,0.024598133449649957,Rbck1,,0.024598133449649957
11566,Slc46a3,,0.024617489229400703,Slc46a3,,0.024617489229400703
11567,Rsrc1,,0.024685557437388886,Rsrc1,,0.024685557437388886
11568,Slc26a11,,0.024795069240447897,Slc26a11,,0.024795069240447897
11569,Neurl1a,,0.024814169520190818,Neurl1a,,0.024814169520190818
11570,Ccdc142os,,0.024876694644400187,Ccdc142os,,0.024876694644400187
11571,Usp1,,0.02486973845350934,Usp1,,0.02486973845350934
11572,Sap25,,0.024891764788162442,Sap25,,0.024891764788162442
11573,Igfals,,0.024892968096219048,Igfals,,0.024892968096219048
11574,Chd5,,0.024993200300817277,Chd5,,0.024993200300817277
11575,Calr3,,0.025062107437906943,Calr3,,0.025062107437906943
11576,Tex264,,0.02511614393868294,Tex264,,0.02511614393868294
11577,Mier1,,0.02517576812291477,Mier1,,0.02517576812291477
11578,Zkscan2,,0.025206188160046376,Zkscan2,,0.025206188160046376
11579,Zfp963,,0.02519950715652188,Zfp963,,0.02519950715652188
11580,Oxt,,0.0253929212720063,Oxt,,0.0253929212720063
11581,Ehmt1,,0.025473541858696217,Ehmt1,,0.025473541858696217
11582,Ift80,,0.025501235435898262,Ift80,,0.025501235435898262
11583,Carns1,,0.02555626587188316,Carns1,,0.02555626587188316
11584,Iffo1,,0.025579271107507354,Iffo1,,0.025579271107507354
11585,Sbno2,,0.0255816547788003,Sbno2,,0.0255816547788003
11586,Sart1,,0.025582183513745447,Sart1,,0.025582183513745447
11587,Ly6c2,,0.02562507457161839,Ly6c2,,0.02562507457161839
11588,Rapgef3,,0.025647540274115584,Rapgef3,,0.025647540274115584
11589,Hpse,,0.025657442248163118,Hpse,,0.025657442248163118
11590,Prmt6,,0.02570038714640606,Prmt6,,0.02570038714640606
11591,Cpne3,,0.025757755046739838,Cpne3,,0.025757755046739838
11592,2010320M18Rik,,0.025767374924947347,2010320M18Rik,,0.025767374924947347
11593,Abhd6,,0.02587818324083087,Abhd6,,0.02587818324083087
11594,Snapc2,,0.025907556927718192,Snapc2,,0.025907556927718192
11595,C2cd3,,0.025970492505069893,C2cd3,,0.025970492505069893
11596,BC018473,,0.025970492505069893,BC018473,,0.025970492505069893
11597,Trdmt1,,0.02625819408953812,Trdmt1,,0.02625819408953812
11598,Pbk,,0.026284415440846857,Pbk,,0.026284415440846857
11599,Adgrl3,,0.026298808743897284,Adgrl3,,0.026298808743897284
11600,Scrn2,,0.026350652240531448,Scrn2,,0.026350652240531448
11601,Nek8,,0.026453290483343685,Nek8,,0.026453290483343685
11602,Gm19325,,0.026470337661899154,Gm19325,,0.026470337661899154
11603,Cib4,,0.0266771794449938,Cib4,,0.0266771794449938
11604,Gpr135,,0.026725392755007984,Gpr135,,0.026725392755007984
11605,Mgrn1,,0.026776839275226436,Mgrn1,,0.026776839275226436
11606,Marveld3,,0.02683569672416194,Marveld3,,0.02683569672416194
11607,Apold1,,0.026880502540019443,Apold1,,0.026880502540019443
11608,Tmem67,,0.02698081529357604,Tmem67,,0.02698081529357604
11609,Arhgap32,,0.02701462745712061,Arhgap32,,0.02701462745712061
11610,AI854703,,0.027031795509683508,AI854703,,0.027031795509683508
11611,Tln2,,0.02706709625051248,Tln2,,0.02706709625051248
11612,Snx30,,0.02720550081681639,Snx30,,0.02720550081681639
11613,Tomm34,,0.027245565712631675,Tomm34,,0.027245565712631675
11614,Gm29394,,0.027349845566677654,Gm29394,,0.027349845566677654
11615,Ankmy2,,0.027463536237305065,Ankmy2,,0.027463536237305065
11616,Arc,,0.027475585905806142,Arc,,0.027475585905806142
11617,Zfp318,,0.027532730642241966,Zfp318,,0.027532730642241966
11618,Osbpl6,,0.027611167165444185,Osbpl6,,0.027611167165444185
11619,C920006O11Rik,,0.027703329978126596,C920006O11Rik,,0.027703329978126596
11620,Mief1,,0.027725545737289713,Mief1,,0.027725545737289713
11621,Kctd1,,0.027925340784224772,Kctd1,,0.027925340784224772
11622,Pcsk5,,0.02802613518181625,Pcsk5,,0.02802613518181625
11623,E130311K13Rik,,0.02828150303107639,E130311K13Rik,,0.02828150303107639
11624,Meox1,,0.028349609884350972,Meox1,,0.028349609884350972
11625,Cyb5rl,,0.028375754360077825,Cyb5rl,,0.028375754360077825
11626,Polr3e,,0.028454390384585575,Polr3e,,0.028454390384585575
11627,Ankrd6,,0.028471191721936955,Ankrd6,,0.028471191721936955
11628,Ice2,,0.028471191721936955,Ice2,,0.028471191721936955
11629,Ctla2b,,0.02854913627821529,Ctla2b,,0.02854913627821529
11630,Hebp1,,0.02859661620307059,Hebp1,,0.02859661620307059
11631,Pigv,,0.02860230738948685,Pigv,,0.02860230738948685
11632,Nlrp12,,0.028805201848420704,Nlrp12,,0.028805201848420704
11633,D330050G23Rik,,0.028876253735490832,D330050G23Rik,,0.028876253735490832
